Date,Customer Descriptive Name,Campaign,Ad group,Ad ID,Device,Impressions,Clicks,Cost,Conversions,Conversion value,Final URL
2025-07-12,Beta Shop,Prospecting_Display,DSA,ad_1V2I,Tablet,3272,68,11284.64,2,20000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-13,ACME Inc.,Brand_JP_Search,Core,ad_N6KV,Mobile,10967,306,26392.13,10,30000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-13,ACME Inc.,Brand_JP_Search,RLSA,ad_KWV0,Desktop,2405,40,2499.82,0,0,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-13,ACME Inc.,Brand_JP_Search,DSA,ad_WJCI,Tablet,11389,155,25659.81,1,10000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-13,ACME Inc.,Prospecting_Display,Core,ad_CAQV,Mobile,3390,82,14557.71,1,5500,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-13,ACME Inc.,Prospecting_Display,RLSA,ad_BKK4,Desktop,9459,460,74138.66,13,39000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-13,ACME Inc.,Prospecting_Display,DSA,ad_Y72W,Tablet,14717,199,26588.4,7,70000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-13,Beta Shop,Brand_JP_Search,Core,ad_2HEI,Desktop,11754,366,28986.13,10,55000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-13,Beta Shop,Brand_JP_Search,RLSA,ad_63CF,Mobile,10133,378,25677.91,10,100000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-13,Beta Shop,Brand_JP_Search,DSA,ad_V37P,Mobile,2848,94,7558.38,2,20000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-13,Beta Shop,Prospecting_Display,Core,ad_YZ7S,Mobile,7788,229,10821.46,3,16500,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-13,Beta Shop,Prospecting_Display,RLSA,ad_PV60,Tablet,17444,153,27324.95,2,11000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-13,Beta Shop,Prospecting_Display,DSA,ad_JD84,Tablet,2419,42,5687.24,1,10000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-14,ACME Inc.,Brand_JP_Search,Core,ad_VA13,Tablet,15031,491,74239.46,3,9000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-14,ACME Inc.,Brand_JP_Search,RLSA,ad_B1QX,Mobile,13019,631,36220.42,17,51000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-14,ACME Inc.,Brand_JP_Search,DSA,ad_GVWR,Desktop,8962,80,11500.55,2,6000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-14,ACME Inc.,Prospecting_Display,Core,ad_QOLD,Desktop,8807,374,54256.28,11,110000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-14,ACME Inc.,Prospecting_Display,RLSA,ad_LYK8,Tablet,16324,683,90926.16,13,39000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-14,ACME Inc.,Prospecting_Display,DSA,ad_BDJE,Mobile,14860,474,64282.69,8,44000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-14,Beta Shop,Brand_JP_Search,Core,ad_53A5,Mobile,7743,204,16767.35,5,50000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-14,Beta Shop,Brand_JP_Search,RLSA,ad_OGN1,Tablet,9984,162,26882.35,2,11000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-14,Beta Shop,Brand_JP_Search,DSA,ad_PBJE,Mobile,4487,72,8351.92,1,10000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=brand_jp_search
2025-07-14,Beta Shop,Prospecting_Display,Core,ad_PZE9,Tablet,16174,722,78957.42,19,190000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-14,Beta Shop,Prospecting_Display,RLSA,ad_2ZLA,Mobile,1219,61,8865.52,2,20000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
2025-07-14,Beta Shop,Prospecting_Display,DSA,ad_D96Q,Desktop,3136,23,2755.04,1,10000,https://example.com/landing?utm_source=google&utm_medium=cpc&utm_campaign=prospecting_display
